"Tribunal";"Codigo orgao";"Municipio";"UF";"Nome orgao";"Grau";"CP_Feb_2023";"CP_Feb_2024";"%CP";"Sus_Feb_2023";"Sus_Feb_2024";"%Sus";"CN_12_meses";"Tbaix_12_meses";"Desp_12_meses";"DecInc_12_meses";"SentCM_12_meses";"SentSM_12_meses";"ProcSM100_Feb_2024";"Conc100_Feb_2024";"TPSent_12_meses";"TPCPL_Feb_2024";"TCL_Feb_2024";"IAD_12_meses"
"TJRN";11083;"CAICO";"RN";"JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA DA COMARCA DE CAICÓ";"G1, JE";"5.566";"6.136";"10,2%";"196";"174";"-11,2%";"3.440";"3.125";"6.480";"2.714";"3.176";"391";"440";"182";"1 ano e 3 meses";"1 ano e 2 meses";"66%";"91%"
"TJRN";13285;"NATAL";"RN";"4º JUIZADO ESPECIAL CÍVEL DA COMARCA DE NATAL";"G1, JE";"1.847";"1.526";"-17,4%";"24";"12";"-50,0%";"2.121";"2.480";"7.297";"1.241";"1.402";"934";"3";"12";"11 meses";"1 ano e 2 meses";"38%";"117%"
"TJRN";83096;"MOSSORO";"RN";"5º JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA DA COMARCA DE MOSSORÓ";"G1, JE";"3.379";"2.975";"-12,0%";"106";"105";"-0,9%";"2.735";"3.007";"5.484";"2.524";"2.081";"502";"257";"4";"1 ano";"1 ano e 2 meses";"49%";"110%"
"TJRN";83095;"NATAL";"RN";"2º JUIZADO ESPECIAL CRIMINAL E DE TRÂNSITO DA COMARCA DE NATAL";"G1, JE";"2.425";"2.465";"1,6%";"18";"26";"44,4%";"1.290";"1.349";"1.428";"1.396";"1.586";"50";"127";"59";"1 ano e 4 meses";"1 ano e 2 meses";"64%";"105%"
"TJRN";84553;"CANGUARETAMA";"RN";"2ª VARA DA COMARCA DE CANGUARETAMA";"G1, JE";"2.882";"2.884";"0,1%";"147";"179";"21,8%";"1.218";"1.291";"4.022";"962";"1.022";"264";"106";"282";"2 anos e 3 meses";"1 ano e 2 meses";"68%";"106%"
"TJRN";13687;"PARNAMIRIM";"RN";"VARA DA INFÂNCIA E JUVENTUDE DA COMARCA DE PARNAMIRIM";"G1, JE";"624";"425";"-31,9%";"54";"69";"27,8%";"595";"536";"3.212";"1.063";"325";"142";"12";"4";"1 ano e 3 meses";"1 ano e 1 Mes";"40%";"90%"
"TJRN";11106;"SANTA CRUZ";"RN";"JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA DA COMARCA DE SANTA CRUZ";"G1, JE";"1.446";"1.774";"22,7%";"13";"12";"-7,7%";"1.273";"1.067";"2.876";"1.248";"1.362";"242";"217";"3";"11 meses";"1 ano e 1 Mes";"62%";"84%"
"TJRN";76745;"PARNAMIRIM";"RN";"3º JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA DA COMARCA DE PARNAMIRIM";"G1, JE";"2.497";"2.600";"4,1%";"88";"139";"58,0%";"2.238";"2.217";"6.539";"795";"1.718";"553";"136";"4";"10 meses";"1 ano e 1 Mes";"53%";"99%"
"TJRN";84118;"NATAL";"RN";"2ª TURMA RECURSAL";"TR";"15.572";"10.130";"-34,9%";"30";"35";"16,7%";"9.194";"14.649";"731";"2.596";"13.133";"1.264";"3.148";"2.527";"9 meses";"1 ano e 1 Mes";"41%";"159%"
"TJRN";13297;"MOSSORO";"RN";"2º JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA DA COMARCA DE MOSSORÓ";"G1, JE";"2.910";"2.852";"-2,0%";"49";"63";"28,6%";"2.792";"3.039";"6.434";"1.353";"2.565";"466";"178";"1";"10 meses";"1 ano e 1 Mes";"48%";"109%"
"TJRN";76595;"CURRAIS NOVOS";"RN";"2ª VARA DA COMARCA DE CURRAIS NOVOS";"G1, JE";"2.194";"2.407";"9,7%";"543";"504";"-7,2%";"2.085";"1.918";"8.054";"2.464";"1.654";"200";"133";"0";"10 meses";"1 ano e 1 Mes";"50%";"92%"
"TJRN";84303;"NISIA FLORESTA";"RN";"1ª VARA DA COMARCA DE NÍSIA FLORESTA";"G1, JE";"1.852";"1.673";"-9,7%";"30";"129";"330,0%";"1.237";"1.655";"3.764";"2.035";"1.202";"329";"29";"2";"1 ano e 10 meses";"1 ano";"48%";"134%"
"TJRN";83093;"NATAL";"RN";"UNIDADE JUDICIÁRIA DE DELITOS DE ORGANIZAÇÕES CRIMINOSAS";"G1, JE";"434";"602";"38,7%";"54";"85";"57,4%";"322";"260";"2.473";"1.708";"188";"169";"4";"2";"1 ano e 10 meses";"1 ano";"67%";"81%"
"TJRN";13298;"MOSSORO";"RN";"3º JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA DA COMARCA DE MOSSORÓ";"G1, JE";"2.844";"2.902";"2,0%";"43";"57";"32,6%";"2.850";"2.983";"7.651";"1.311";"2.469";"439";"243";"10";"9 meses";"1 ano";"49%";"105%"
"TJRN";81542;"PAU DOS FERROS";"RN";" CENTRAL DE FLAGRANTES DA COMARCA DE PAU DOS FERROS";"G1, JE";"0";"1";;"0";"0";;"14";"0";"5";"8";"0";"0";"0";"0";;"1 ano";"100%";"0%"
"TJRN";76972;"MOSSORO";"RN";"4º JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA DA COMARCA DE MOSSORÓ";"G1, JE";"2.754";"2.703";"-1,9%";"62";"74";"19,4%";"2.772";"3.038";"6.055";"1.615";"2.391";"545";"151";"2";"9 meses";"1 ano";"46%";"110%"
"TJRN";83094;"NATAL";"RN";"1º JUIZADO ESPECIAL CRIMINAL E DE TRÂNSITO DA COMARCA DE NATAL";"G1, JE";"2.041";"1.981";"-2,9%";"9";"23";"155,6%";"1.301";"1.470";"2.391";"855";"1.408";"70";"144";"4";"1 ano e 1 Mes";"11 meses";"57%";"113%"
"TJRN";5979;"CRUZETA";"RN";"VARA ÚNICA DA COMARCA DE CRUZETA";"G1, JE";"968";"1.031";"6,5%";"123";"103";"-16,3%";"1.207";"1.338";"1.777";"1.875";"1.017";"181";"58";"3";"10 meses";"11 meses";"41%";"111%"
"TJRN";79114;"NATAL";"RN";"(INATIVO) 3ª VARA DE FAMÍLIA E SUCESSÕES DA COMARCA DE NATAL";"G1";"1.304";"431";"-66,9%";"28";"1";"-96,4%";"846";"763";"4.023";"776";"618";"177";"0";"0";"1 ano e 5 meses";"11 meses";"36%";"90%"
"TJRN";85202;"NATAL";"RN";"3ª TURMA RECURSAL";"G2, TR";"18.161";"15.790";"-13,1%";"65";"122";"87,7%";"9.114";"11.478";"1.324";"2.080";"10.032";"280";"8.723";"2.222";"1 ano";"11 meses";"58%";"126%"
"TJRN";11085;"CURRAIS NOVOS";"RN";"JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA DA COMARCA DE CURRAIS NOVOS";"G1, JE";"1.642";"1.596";"-2,8%";"202";"163";"-19,3%";"1.715";"1.719";"4.300";"1.991";"1.610";"223";"95";"19";"8 meses";"11 meses";"45%";"100%"
"TJRN";11094;"AREIA BRANCA";"RN";"JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA DA COMARCA DE AREIA BRANCA";"G1, JE";"1.666";"1.355";"-18,7%";"53";"48";"-9,4%";"1.532";"1.824";"3.461";"2.019";"1.588";"270";"42";"3";"1 ano e 1 Mes";"11 meses";"42%";"119%"
"TJRN";5761;"MOSSORO";"RN";"VARA DA INFÂNCIA E JUVENTUDE DA COMARCA DE MOSSORÓ";"G1, JE";"374";"426";"13,9%";"37";"28";"-24,3%";"399";"301";"1.130";"554";"185";"113";"33";"7";"1 ano e 1 Mes";"11 meses";"57%";"75%"
"TJRN";18352;"NATAL";"RN";"3º JUIZADO ESPECIAL DA FAZENDA PÚBLICA DA COMARCA DE NATAL";"G1, JE";"6.744";"7.206";"6,9%";"383";"358";"-6,5%";"6.064";"5.732";"12.115";"4.092";"5.642";"317";"398";"0";"11 meses";"11 meses";"54%";"95%"
"TJRN";76687;"NATAL";"RN";"6º JUIZADO ESPECIAL DA FAZENDA PÚBLICA DA COMARCA DE NATAL";"G1, JE";"5.891";"6.780";"15,1%";"478";"401";"-16,1%";"5.622";"4.744";"11.940";"2.952";"4.958";"549";"243";"21";"1 ano";"11 meses";"57%";"84%"
"TJRN";17460;"NATAL";"RN";"1º JUIZADO ESPECIAL DA FAZENDA PÚBLICA DA COMARCA DE NATAL";"G1, JE";"6.431";"6.418";"-0,2%";"306";"358";"17,0%";"5.755";"4.745";"12.727";"3.120";"6.369";"366";"374";"0";"1 ano e 2 meses";"11 meses";"56%";"82%"
"TJRN";6003;"UPANEMA";"RN";"VARA ÚNICA DA COMARCA DE UPANEMA";"G1, JE";"2.120";"2.004";"-5,5%";"55";"105";"90,9%";"2.243";"2.426";"8.419";"1.828";"2.666";"173";"83";"0";"7 meses";"10 meses";"44%";"108%"
"TJRN";84304;"NISIA FLORESTA";"RN";"2ª VARA DA COMARCA DE NÍSIA FLORESTA";"G1, JE";"1.856";"1.607";"-13,4%";"93";"162";"74,2%";"1.376";"1.558";"2.934";"2.111";"1.277";"304";"40";"5";"1 ano e 9 meses";"10 meses";"48%";"113%"
"TJRN";13296;"MOSSORO";"RN";"1º JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA DA COMARCA DE MOSSORÓ";"G1, JE";"2.349";"2.403";"2,3%";"66";"74";"12,1%";"2.853";"2.919";"9.964";"1.117";"2.646";"469";"147";"2";"6 meses";"10 meses";"44%";"102%"
"TJRN";17461;"NATAL";"RN";"2º JUIZADO ESPECIAL DA FAZENDA PÚBLICA DA COMARCA DE NATAL";"G1, JE";"5.819";"6.811";"17,0%";"367";"467";"27,2%";"5.671";"4.468";"9.956";"2.649";"5.306";"300";"279";"6";"1 ano";"10 meses";"59%";"79%"
"TJRN";82567;"NATAL";"RN";"CEJUSC JUIZADOS - CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS DOS JUIZADOS ESPECIAIS DA COMARCA DE NATAL";"JE";"11";"16";"45,5%";"0";"0";;"981";"977";"1";"0";"975";"0";"9";"0";"0 anos";"10 meses";"2%";"100%"
"TJRN";75496;"NATAL";"RN";"4º JUIZADO ESPECIAL DA FAZENDA PÚBLICA DA COMARCA DE NATAL";"G1, JE";"5.406";"6.570";"21,5%";"383";"437";"14,1%";"5.414";"4.220";"7.864";"2.461";"4.827";"465";"213";"13";"1 ano";"10 meses";"59%";"78%"
"TJRN";75497;"NATAL";"RN";"5º JUIZADO ESPECIAL DA FAZENDA PÚBLICA DA COMARCA DE NATAL";"G1, JE";"4.891";"6.292";"28,6%";"245";"334";"36,3%";"5.613";"4.315";"10.861";"3.071";"4.394";"723";"257";"35";"10 meses";"9 meses";"58%";"77%"
"TJRN";76653;"JARDIM DE PIRANHAS";"RN";"CEJUSC AMARO CAVALCANTI - CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA DA COMARCA DE JARDIM DE PIRANHAS";"G1, JE";"50";"4";"-92,0%";"0";"0";;"34";"80";"36";"0";"53";"0";"2";"0";"5 meses";"9 meses";"5%";"235%"
"TJRN";11086;"JOAO CAMARA";"RN";"JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA DA COMARCA DE JOÃO CÂMARA";"G1, JE";"1.037";"1.103";"6,4%";"51";"19";"-62,7%";"1.284";"1.270";"2.434";"659";"1.045";"270";"105";"5";"7 meses";"9 meses";"46%";"99%"
"TJRN";4811;"NATAL";"RN";"2ª VARA DA INFÂNCIA E JUVENTUDE DA COMARCA DE NATAL";"G1, JE";"455";"592";"30,1%";"9";"16";"77,8%";"686";"587";"5.922";"840";"459";"163";"7";"1";"6 meses";"9 meses";"49%";"86%"
"TJRN";4808;"NATAL";"RN";"1ª VARA DA INFÂNCIA E JUVENTUDE DA COMARCA DE NATAL";"G1, JE";"393";"367";"-6,6%";"35";"45";"28,6%";"326";"389";"1.684";"515";"204";"163";"3";"20";"1 ano e 1 Mes";"8 meses";"45%";"119%"
"TJRN";83097;"NATAL";"RN";"6º JUIZADO ESPECIAL CÍVEL DA COMARCA DE NATAL";"G1, JE";"1.445";"1.406";"-2,7%";"5";"25";"400,0%";"2.457";"2.505";"6.201";"1.620";"1.848";"478";"9";"20";"6 meses";"8 meses";"36%";"102%"
"TJRN";13288;"NATAL";"RN";"7º JUIZADO ESPECIAL CÍVEL DA COMARCA DE NATAL";"G1, JE";"1.029";"1.259";"22,4%";"18";"28";"55,6%";"2.379";"2.185";"8.304";"642";"1.516";"314";"7";"3";"4 meses";"8 meses";"36%";"92%"
"TJRN";11089;"PAU DOS FERROS";"RN";"JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA DA COMARCA DE PAU DOS FERROS";"G1, JE";"1.971";"1.170";"-40,6%";"31";"40";"29,0%";"2.876";"3.373";"3.021";"1.111";"3.055";"853";"66";"0";"4 meses";"7 meses";"25%";"117%"
"TJRN";86568;"NATAL";"RN";"PLANTÃO DIURNO CÍVEL E CRIMINAL DA REGIÃO IX";"G1, JE";"1";"3";"200,0%";"0";"0";;"127";"0";"31";"121";"1";"0";"1";"0";"0 anos";"7 meses";"100%";"0%"
"TJRN";53368;"NATAL";"RN";"GABINETE DO DESEMBARGADOR VIVALDO PINHEIRO";"G2";"2.430";"2.795";"15,0%";"408";"601";"47,3%";"3.087";"2.879";"3.041";"1.637";"2.674";"368";"9";"35";"6 meses";"7 meses";"43%";"93%"
"TJRN";13293;"NATAL";"RN";"12º JUIZADO ESPECIAL CÍVEL DA COMARCA DE NATAL";"G1, JE";"962";"984";"2,3%";"18";"35";"94,4%";"2.384";"2.382";"5.879";"1.884";"1.437";"533";"10";"1";"4 meses";"7 meses";"28%";"100%"
"TJRN";53373;"NATAL";"RN";"VICE-PRESIDÊNCIA";"G2, TR";"33";"38";"15,2%";"1";"3";"200,0%";"26";"76";"1.291";"11.188";"1.530";"591";"5";"9";"2 anos e 3 meses";"7 meses";"55%";"292%"
"TJRN";13284;"NATAL";"RN";"13º JUIZADO ESPECIAL CÍVEL DA COMARCA DE NATAL";"G1, JE";"870";"803";"-7,7%";"3";"3";"0,0%";"2.393";"2.482";"2.670";"3.532";"1.961";"678";"4";"0";"4 meses";"6 meses";"24%";"104%"
"TJRN";53361;"NATAL";"RN";"GABINETE DO DESEMBARGADOR EXPEDITO FERREIRA DE SOUZA";"G2";"2.158";"2.467";"14,3%";"355";"575";"62,0%";"3.152";"2.853";"4.161";"1.612";"2.585";"340";"27";"88";"5 meses";"6 meses";"40%";"91%"
"TJRN";53369;"NATAL";"RN";"GABINETE DA DESEMBARGADORA LOURDES DE AZEVEDO";"G2";"2.156";"2.973";"37,9%";"350";"562";"60,6%";"3.194";"2.392";"3.234";"1.789";"2.740";"294";"13";"117";"8 meses";"6 meses";"50%";"75%"
"TJRN";53360;"NATAL";"RN";"GABINETE DO DESEMBARGADOR DILERMANDO MOTA";"G2";"2.433";"2.732";"12,3%";"328";"526";"60,4%";"3.016";"2.865";"3.180";"1.394";"2.760";"414";"14";"108";"6 meses";"6 meses";"44%";"95%"
"TJRN";53371;"NATAL";"RN";"PRESIDÊNCIA";"G2";"62";"52";"-16,1%";"1";"0";"-100,0%";"61";"65";"298";"55";"18";"12";"1";"1";"5 meses";"6 meses";"44%";"107%"
"TJRN";13289;"NATAL";"RN";"8º JUIZADO ESPECIAL CÍVEL DA COMARCA DE NATAL";"G1, JE";"969";"1.159";"19,6%";"17";"22";"29,4%";"2.261";"2.074";"6.255";"710";"1.321";"496";"5";"4";"5 meses";"6 meses";"35%";"92%"
"TJRN";5153;"NATAL";"RN";"3º JUIZADO ESPECIAL CÍVEL DA COMARCA DE NATAL";"G1, JE";"1.117";"1.219";"9,1%";"14";"36";"157,1%";"2.375";"2.343";"8.245";"1.212";"1.736";"465";"5";"4";"5 meses";"6 meses";"34%";"99%"
"TJRN";13286;"NATAL";"RN";"5º JUIZADO ESPECIAL CÍVEL DA COMARCA DE NATAL";"G1, JE";"885";"1.050";"18,6%";"4";"2";"-50,0%";"2.371";"2.258";"6.441";"1.032";"1.319";"503";"8";"5";"4 meses";"6 meses";"32%";"95%"
"TJRN";13282;"NATAL";"RN";"1º JUIZADO ESPECIAL CÍVEL DA COMARCA DE NATAL";"G1, JE";"938";"1.139";"21,4%";"6";"27";"350,0%";"2.404";"2.242";"8.238";"968";"1.279";"420";"15";"12";"4 meses";"6 meses";"33%";"93%"
"TJRN";53358;"NATAL";"RN";"GABINETE DO DESEMBARGADOR CLAUDIO SANTOS";"G2";"2.097";"2.238";"6,7%";"306";"393";"28,4%";"3.183";"2.999";"2.179";"1.577";"2.812";"309";"16";"77";"5 meses";"6 meses";"38%";"94%"
"TJRN";53370;"NATAL";"RN";"GABINETE DA DESEMBARGADORA BERENICE CAPUXÚ";"G2";"2.402";"2.804";"16,7%";"304";"590";"94,1%";"3.317";"2.759";"3.961";"2.050";"2.526";"221";"11";"58";"6 meses";"6 meses";"45%";"83%"
"TJRN";53357;"NATAL";"RN";"GABINETE DO DESEMBARGADOR AMÍLCAR MAIA";"G2";"2.119";"2.514";"18,6%";"372";"580";"55,9%";"3.019";"2.683";"3.408";"1.551";"2.677";"582";"12";"47";"5 meses";"6 meses";"42%";"89%"
"TJRN";77266;"NATAL";"RN";"14º JUIZADO ESPECIAL CÍVEL DA COMARCA DE NATAL";"G1, JE";"1.080";"1.087";"0,6%";"11";"54";"390,9%";"2.296";"2.342";"1.443";"5.560";"1.729";"489";"12";"4";"4 meses";"6 meses";"31%";"102%"
"TJRN";53367;"NATAL";"RN";"GABINETE DO DESEMBARGADOR VIRGÍLIO MACÊDO JUNIOR";"G2";"2.307";"2.589";"12,2%";"305";"439";"43,9%";"3.096";"2.842";"3.121";"1.531";"2.377";"272";"13";"70";"5 meses";"6 meses";"43%";"92%"
"TJRN";53359;"NATAL";"RN";"GABINETE DO DESEMBARGADOR CORNÉLIO ALVES";"G2";"2.066";"2.264";"9,6%";"316";"453";"43,4%";"3.105";"2.959";"1.515";"1.683";"2.667";"447";"12";"89";"5 meses";"6 meses";"38%";"95%"
"TJRN";13283;"NATAL";"RN";"2º JUIZADO ESPECIAL CÍVEL DA COMARCA DE NATAL";"G1, JE";"824";"938";"13,8%";"7";"5";"-28,6%";"2.367";"2.312";"7.972";"1.643";"1.164";"614";"4";"3";"3 meses";"5 meses";"29%";"98%"
"TJRN";13290;"NATAL";"RN";"9º JUIZADO ESPECIAL CÍVEL DA COMARCA DE NATAL";"G1, JE";"1.089";"1.041";"-4,4%";"24";"10";"-58,3%";"2.343";"2.350";"7.099";"727";"1.479";"583";"8";"10";"5 meses";"5 meses";"30%";"100%"
"TJRN";53356;"NATAL";"RN";"GABINETE DO DESEMBARGADOR AMAURY MOURA SOBRINHO";"G2";"2.280";"2.262";"-0,8%";"409";"294";"-28,1%";"3.090";"3.160";"2.894";"1.742";"3.163";"207";"20";"8";"5 meses";"5 meses";"38%";"102%"
"TJRN";53364;"NATAL";"RN";"GABINETE DO DESEMBARGADOR IBANEZ MONTEIRO";"G2";"1.683";"2.018";"19,9%";"260";"339";"30,4%";"2.921";"2.791";"1.986";"1.280";"2.736";"265";"16";"6";"4 meses";"5 meses";"38%";"96%"
"TJRN";53365;"NATAL";"RN";"GABINETE DO DESEMBARGADOR JOÃO REBOUÇAS";"G2";"2.031";"2.300";"13,2%";"364";"588";"61,5%";"3.324";"2.910";"2.254";"1.796";"3.125";"250";"14";"6";"4 meses";"5 meses";"37%";"88%"
"TJRN";53426;"NATAL";"RN";"CEJUSC NATAL - CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA DA COMARCA DE NATAL";"JE";"0";"5";;"0";"0";;"5";"0";"5";"0";"0";"0";"0";"0";;"5 meses";"100%";"0%"
"TJRN";84539;"EXTREMOZ";"RN";"JUIZADO ESPECIAL CÍVEL, CRIMINAL E DA FAZENDA PÚBLICA DA COMARCA DE EXTREMOZ";"G1, JE";"743";"723";"-2,7%";"44";"46";"4,5%";"1.634";"1.749";"4.295";"2.473";"1.695";"392";"21";"1";"5 meses";"5 meses";"28%";"107%"
"TJRN";13291;"NATAL";"RN";"10º JUIZADO ESPECIAL CÍVEL DA COMARCA DE NATAL";"G1, JE";"901";"879";"-2,4%";"20";"52";"160,0%";"2.266";"2.295";"4.405";"3.424";"1.857";"494";"4";"1";"4 meses";"5 meses";"26%";"101%"
"TJRN";86588;"NATAL";"RN";"PLANTÃO DIURNO CÍVEL DA REGIÃO I";"G1, JE";"4";"23";"475,0%";"0";"0";;"584";"33";"229";"546";"4";"25";"2";"1";"0 anos";"5 meses";"41%";"6%"
"TJRN";13292;"NATAL";"RN";"11º JUIZADO ESPECIAL CÍVEL DA COMARCA DE NATAL";"G1, JE";"1.239";"799";"-35,5%";"18";"1";"-94,4%";"2.505";"2.856";"2.746";"4.169";"2.143";"763";"17";"1";"4 meses";"5 meses";"22%";"114%"
"TJRN";86561;"NATAL";"RN";"PLANTÃO DIURNO CRIMINAL DA REGIÃO II";"G1, JE";"1";"5";"400,0%";"0";"0";;"725";"25";"288";"626";"4";"3";"1";"0";"0 anos";"5 meses";"17%";"3%"
"TJRN";53362;"NATAL";"RN";"GABINETE DO DESEMBARGADOR GILSON BARBOSA";"G2";"1.030";"825";"-19,9%";"10";"7";"-30,0%";"1.981";"2.185";"3.245";"973";"1.776";"253";"12";"2";"5 meses";"4 meses";"27%";"110%"
"TJRN";4813;"NATAL";"RN";"3ª VARA DA INFÂNCIA E JUVENTUDE DA COMARCA DE NATAL";"G1";"334";"291";"-12,9%";"85";"60";"-29,4%";"416";"534";"1.835";"536";"172";"375";"7";"3";"5 meses";"4 meses";"30%";"128%"
"TJRN";88245;"PARNAMIRIM";"RN";"2ª VARA DA FAZENDA PÚBLICA DA COMARCA DE PARNAMIRIM";"G1";"0";"2";;"0";"0";;"0";"19";"0";"0";"0";"0";"0";"0";;"4 meses";"10%";
"TJRN";53366;"NATAL";"RN";"GABINETE DO DESEMBARGADOR SARAIVA SOBRINHO";"G2";"562";"557";"-0,9%";"21";"14";"-33,3%";"1.828";"2.004";"3.444";"777";"1.654";"281";"15";"0";"3 meses";"3 meses";"21%";"110%"
"TJRN";53363;"NATAL";"RN";"GABINETE DO DESEMBARGADOR GLAUBER RÊGO";"G2";"662";"604";"-8,8%";"10";"10";"0,0%";"1.749";"2.060";"2.517";"730";"1.664";"325";"9";"0";"3 meses";"3 meses";"22%";"118%"
"TJRN";53428;"PARNAMIRIM";"RN";"CEJUSC PARNAMIRIM - CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS E CIDADANIA DA COMARCA DE PARNAMIRIM";"JE";"29";"13";"-55,2%";"0";"0";;"105";"122";"13";"3";"74";"0";"1";"0";"4 meses";"3 meses";"10%";"116%"
"TJRN";88260;"PARNAMIRIM";"RN";"1ª VARA DA FAZENDA PÚBLICA DA COMARCA DE PARNAMIRIM";"G1";"0";"5";;"0";"0";;"0";"23";"0";"0";"0";"0";"0";"0";;"3 meses";"18%";
"TJRN";87475;"NATAL";"RN";" CEJUSC UNIRN - PRÉ-PROCESSUAL - CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS DA UNIRN DA COMARCA DE NATAL";"JE";"0";"1";;"0";"0";;"1";"1";"1";"0";"1";"0";"0";"0";"5 meses";"3 meses";"50%";"100%"
"TJRN";53352;"NATAL";"RN";"1ª CÂMARA CÍVEL";"TR";"12";"10";"-16,7%";"0";"0";;"50";"7";"21";"49";"4";"6";"0";"0";"4 meses";"3 meses";"59%";"14%"
"TJRN";86589;"NATAL";"RN";"PLANTÃO NOTURNO CÍVEL E CRIMINAL";"G1, JE";"5";"17";"240,0%";"0";"0";;"713";"49";"78";"682";"2";"30";"2";"0";"0 anos";"3 meses";"26%";"7%"
"TJRN";87922;"MOSSORO";"RN";"4ª VARA CRIMINAL DA COMARCA DE MOSSORÓ";"G1, JE";"4";"658";"16.350,0%";"0";"86";;"20";"10";"400";"119";"54";"0";"0";"0";"4 anos e 3 meses";"3 meses";"98%";"50%"
"TJRN";53354;"NATAL";"RN";"3ª CÂMARA CÍVEL";"TR";"5";"8";"60,0%";"0";"0";;"52";"7";"11";"56";"1";"4";"0";"0";"0 anos";"3 meses";"53%";"13%"
"TJRN";84579;"NATAL";"RN";"NÚCLEO DE EXECUÇÕES FISCAIS ESTADUAIS 4.0";"G1, JE";"214";"1.861";"769,6%";"4";"13";"225,0%";"1.754";"8";"1.127";"158";"2";"8";"89";"10";"4 meses";"2 meses";"100%";"0%"
"TJRN";86563;"NATAL";"RN";"PLANTÃO DIURNO CÍVEL E CRIMINAL DA REGIÃO IV";"G1, JE";"1";"5";"400,0%";"0";"0";;"330";"10";"134";"296";"3";"2";"0";"0";"0 anos";"2 meses";"33%";"3%"
"TJRN";86564;"NATAL";"RN";"PLANTÃO DIURNO CÍVEL E CRIMINAL DA REGIÃO V";"G1, JE";"0";"4";;"0";"0";;"147";"0";"87";"144";"0";"2";"0";"0";"0 anos";"2 meses";"100%";"0%"
"TJRN";85157;"NATAL";"RN";" CEJUSC ZONA NORTE - CENTRO JUDICIÁRIO DE SOLUÇÃO DE CONFLITOS DA ZONA NORTE DA COMARCA DE NATAL";"JE";"0";"8";;"0";"0";;"29";"21";"10";"2";"25";"0";"0";"0";"0 anos";"2 meses";"28%";"72%"
"TJRN";53353;"NATAL";"RN";"2ª CÂMARA CÍVEL";"TR";"10";"11";"10,0%";"0";"0";;"34";"5";"11";"35";"0";"8";"0";"0";"0 anos";"2 meses";"69%";"15%"
"TJRN";88243;"PARNAMIRIM";"RN";"3ª VARA CRIMINAL DA COMARCA DE PARNAMIRIM";"G1";"0";"1";;"0";"0";;"0";"9";"0";"0";"0";"0";"0";"0";;"1 Mes";"10%";
"TJRN";77166;"NATAL";"RN";"14ª VARA CRIMINAL DA COMARCA DE NATAL";"G1, JE";"1";"2";"100,0%";"0";"0";;"0";"0";"1";"1";"0";"0";"0";"0";;"1 Mes";"100%";
"TJRN";53355;"NATAL";"RN";"CÂMARA CRIMINAL";"TR";"1";"1";"0,0%";"0";"0";;"7";"2";"5";"6";"1";"0";"0";"0";"1 Mes";"0 anos";"33%";"29%"
"TJRN";4753;"NATAL";"RN";"(INATIVO) 21ª VARA CÍVEL DA COMARCA DE NATAL";"G1";"0";"0";;"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";4754;"NATAL";"RN";"(INATIVO) 1ª VARA DE FAMÍLIA DA COMARCA DE NATAL";"G1";"1";"1";"0,0%";"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";4757;"NATAL";"RN";"(INATIVO) 2ª VARA DE FAMÍLIA DA COMARCA DE NATAL";"G1";"0";"0";;"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";4758;"NATAL";"RN";"(INATIVO) 3ª VARA DE FAMÍLIA DA COMARCA DE NATAL";"G1";"0";"0";;"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";4760;"NATAL";"RN";"(INATIVO) 4ª VARA DE FAMÍLIA DA COMARCA DE NATAL";"G1";"0";"0";;"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
"TJRN";4762;"NATAL";"RN";"(INATIVO) 5ª VARA DE FAMÍLIA DA COMARCA DE NATAL";"G1";"1";"1";"0,0%";"0";"0";;"0";"0";"0";"0";"0";"0";"0";"0";;;;
